pupil,school,minority,sex,ses,mathach
p6043,s8357,No,Male,0.062,20.403
p6044,s8357,No,Male,0.912,10.242
p6045,s8357,No,Male,-0.118,14.025
p6046,s8357,No,Female,-0.288,7.647
p6047,s8357,No,Female,1.422,17.342
p6048,s8357,No,Female,0.852,8.145
p6049,s8357,No,Female,-0.488,14.142
p6050,s8357,No,Female,-0.338,22.129
p6051,s8357,No,Male,-0.538,22.673
p6052,s8367,No,Male,-0.228,15.936
p6053,s8367,No,Female,-0.208,1.865
p6054,s8367,Yes,Male,0.532,-2.832
p6055,s8367,No,Female,0.662,2.122
p6056,s8367,No,Male,-0.228,6.755
p6057,s8367,No,Male,-1.078,0.725
p6058,s8367,Yes,Male,-1.028,0.836
p6059,s8367,No,Female,0.242,6.788
p6060,s8367,No,Female,-0.048,8.454
p6061,s8367,No,Male,1.462,4.192
p6062,s8367,No,Female,-0.458,4.841
p6063,s8367,No,Male,0.202,3.895
p6064,s8367,No,Female,1.202,6.227
p6065,s8367,No,Female,-0.668,3.935
p6066,s8477,No,Female,-0.308,10.036
p6067,s8477,No,Female,0.062,7.733
p6068,s8477,No,Male,-0.438,12.683
p6069,s8477,No,Female,-0.148,5.84
p6070,s8477,Yes,Female,-1.948,7.644
p6071,s8477,No,Female,-0.438,7.276
p6072,s8477,No,Male,-0.868,20.726
p6073,s8477,No,Female,-0.168,16.28
p6074,s8477,No,Female,0.752,20.716
p6075,s8477,Yes,Male,-0.368,4.986
p6076,s8477,No,Female,0.052,23.549
p6077,s8477,No,Male,-0.568,7.873
p6078,s8477,No,Male,0.082,10.776
p6079,s8477,No,Male,-0.168,21.179
p6080,s8477,Yes,Female,-2.298,1.138
p6081,s8477,No,Female,-0.468,5.671
p6082,s8477,No,Male,0.932,13.967
p6083,s8477,No,Female,0.812,20.73
p6084,s8477,No,Female,0.762,21.586
p6085,s8477,No,Female,0.732,13.676
p6086,s8477,Yes,Female,0.742,7.044
p6087,s8477,No,Female,0.202,9.743
p6088,s8477,No,Male,-0.398,16.305
p6089,s8477,No,Male,-0.708,16.646
p6090,s8477,No,Female,0.662,14.076
p6091,s8477,No,Female,-0.888,13.97
p6092,s8477,No,Female,0.792,22.864
p6093,s8477,No,Male,-0.918,16.583
p6094,s8477,Yes,Male,-2.218,4.662
p6095,s8477,No,Female,0.232,22.653
p6096,s8477,No,Female,-0.418,5.642
p6097,s8477,No,Female,0.572,8.135
p6098,s8477,No,Male,-0.298,16.324
p6099,s8477,No,Female,-0.728,1.565
p6100,s8477,No,Male,0.322,23.062
p6101,s8477,No,Female,-0.468,4.173
p6102,s8477,No,Female,0.262,5.811
p6103,s8531,Yes,Male,1.062,6.199
p6104,s8531,No,Female,-0.318,1.375
p6105,s8531,No,Male,-0.148,1.882
p6106,s8531,No,Male,1.192,24.112
p6107,s8531,No,Male,0.782,7.529
p6108,s8531,No,Female,0.202,13.985
p6109,s8531,No,Female,1.022,15.997
p6110,s8531,No,Female,-0.628,23.696
p6111,s8531,No,Female,1.092,21.366
p6112,s8531,No,Female,0.452,7.204
p6113,s8531,No,Male,1.512,23.087
p6114,s8531,No,Male,0.742,19.365
p6115,s8531,No,Male,-1.178,22.401
p6116,s8531,No,Female,1.332,18.817
p6117,s8531,No,Male,-0.558,14.087
p6118,s8531,No,Female,-0.138,14.733
p6119,s8531,No,Male,1.182,15.555
p6120,s8531,No,Female,0.842,11.841
p6121,s8531,Yes,Female,0.332,13.689
p6122,s8531,Yes,Male,0.502,7.061
p6123,s8531,No,Male,0.842,20.121
p6124,s8531,Yes,Female,-0.368,10.663
p6125,s8531,Yes,Female,0.022,10.46
p6126,s8531,No,Male,0.722,17.153
p6127,s8531,No,Male,0.462,4.552
p6128,s8531,No,Male,0.922,22.271
p6129,s8531,No,Female,-0.008,5.538
p6130,s8531,No,Female,0.932,23.501
p6131,s8531,No,Female,1.052,23.397
p6132,s8531,No,Male,0.592,24.418
p6133,s8531,No,Male,0.722,10.17
p6134,s8531,No,Male,-0.208,6.311
p6135,s8531,No,Male,1.262,20.094
p6136,s8531,Yes,Female,-0.968,14.419
p6137,s8531,No,Female,0.232,8.15
p6138,s8531,No,Female,-0.088,5.945
p6139,s8531,No,Female,-0.128,10.358
p6140,s8531,Yes,Female,0.092,-1.509
p6141,s8531,No,Female,1.512,7.166
p6142,s8531,No,Female,0.312,22.895
p6143,s8531,Yes,Female,-0.458,4.622
p6144,s8627,No,Male,0.462,10.86
p6145,s8627,No,Male,-0.188,8.921
p6146,s8627,No,Female,0.832,10.904
p6147,s8627,No,Male,0.762,1.609
p6148,s8627,No,Female,-0.188,9.352
p6149,s8627,No,Female,0.492,3.545
p6150,s8627,No,Female,-0.388,12.752
p6151,s8627,No,Male,1.452,0.978
p6152,s8627,No,Female,-1.008,2.601
p6153,s8627,No,Male,-0.158,5.277
p6154,s8627,No,Male,-0.738,24.993
p6155,s8627,No,Male,1.122,24.993
p6156,s8627,No,Female,1.122,23.52
p6157,s8627,No,Male,-0.018,13.946
p6158,s8627,No,Female,0.202,14.259
p6159,s8627,No,Male,-0.358,15.525
p6160,s8627,No,Female,-0.288,2.829
p6161,s8627,Yes,Male,-0.188,15.523
p6162,s8627,No,Male,0.272,11.322
p6163,s8627,No,Male,0.922,13.522
p6164,s8627,No,Male,-0.118,16.59
p6165,s8627,No,Female,0.942,16.438
p6166,s8627,No,Male,0.272,5.098
p6167,s8627,No,Male,-1.058,8.867
p6168,s8627,No,Male,-0.428,18.125
p6169,s8627,No,Female,0.172,14.354
p6170,s8627,Yes,Female,-0.578,9.262
p6171,s8627,No,Male,0.262,12.449
p6172,s8627,Yes,Male,-1.528,11.534
p6173,s8627,No,Female,0.462,11.378
p6174,s8627,No,Male,-0.208,6.41
p6175,s8627,No,Female,1.082,12.22
p6176,s8627,No,Female,-0.188,14.547
p6177,s8627,No,Male,-0.648,16.66
p6178,s8627,Yes,Male,-0.248,2.021
p6179,s8627,No,Female,0.312,22.038
p6180,s8627,Yes,Female,-0.178,4.348
p6181,s8627,No,Female,1.012,18.999
p6182,s8627,No,Female,0.712,11.477
p6183,s8627,No,Male,0.552,15.254
p6184,s8627,No,Female,-0.598,4.575
p6185,s8627,Yes,Male,0.002,3.442
p6186,s8627,No,Male,0.272,11.271
p6187,s8627,No,Male,1.292,15.295
p6188,s8627,No,Female,0.682,6.703
p6189,s8627,Yes,Female,-0.228,3.59
p6190,s8627,No,Male,0.542,18.143
p6191,s8627,No,Male,-0.938,9.901
p6192,s8627,No,Female,0.122,15.088
p6193,s8627,Yes,Male,-1.558,-0.602
p6194,s8627,No,Male,1.282,0.507
p6195,s8627,Yes,Female,-0.478,1.912
p6196,s8627,No,Female,0.442,11.712
p6197,s8628,No,Male,-0.238,21.455
p6198,s8628,No,Female,0.562,14.281
p6199,s8628,No,Female,-0.068,23.138
p6200,s8628,No,Male,0.102,23.06
p6201,s8628,No,Male,0.442,9.275
p6202,s8628,No,Male,0.172,22.321
p6203,s8628,No,Male,-0.728,23.878
p6204,s8628,No,Male,-0.468,9.369
p6205,s8628,No,Male,-0.148,16.053
p6206,s8628,No,Female,-0.468,9.572
p6207,s8628,No,Male,-1.068,22.648
p6208,s8628,No,Male,0.432,23.009
p6209,s8628,No,Female,-1.458,7.675
p6210,s8628,No,Male,1.162,24.993
p6211,s8628,No,Female,-0.188,18.135
p6212,s8628,No,Male,-0.598,23.484
p6213,s8628,No,Female,0.492,12.788
p6214,s8628,No,Male,0.552,24.133
p6215,s8628,No,Female,-0.218,20.968
p6216,s8628,No,Female,-0.118,15.202
p6217,s8628,No,Female,-0.648,23.275
p6218,s8628,No,Male,-0.758,0.524
p6219,s8628,No,Female,-0.088,21.022
p6220,s8628,No,Male,0.842,12.66
p6221,s8628,No,Female,-0.638,7.183
p6222,s8628,No,Female,-0.558,12.681
p6223,s8628,No,Male,-0.308,18.758
p6224,s8628,No,Male,-0.028,16.813
p6225,s8628,No,Female,-0.748,13.06
p6226,s8628,No,Male,0.132,15.749
p6227,s8628,No,Female,-0.598,21.008
p6228,s8628,No,Male,-0.858,23.607
p6229,s8628,No,Female,-0.078,16.022
p6230,s8628,No,Female,0.972,16.157
p6231,s8628,No,Female,0.382,13.018
p6232,s8628,No,Female,-1.008,11.458
p6233,s8628,No,Female,0.192,22.103
p6234,s8628,No,Female,-0.448,16.06
p6235,s8628,No,Male,0.542,17.079
p6236,s8628,No,Male,0.312,12.804
p6237,s8628,No,Female,-0.448,19.281
p6238,s8628,No,Male,0.662,24.993
p6239,s8628,No,Male,-0.718,15.649
p6240,s8628,No,Female,-0.738,16.814
p6241,s8628,No,Female,0.552,11.64
p6242,s8628,No,Female,-0.588,-0.077
p6243,s8628,No,Female,-0.168,13.917
p6244,s8628,No,Female,-0.518,21.979
p6245,s8628,No,Male,0.022,21.627
p6246,s8628,No,Female,-0.558,21.145
p6247,s8628,No,Female,0.132,12.272
p6248,s8628,No,Female,0.192,10.535
p6249,s8628,No,Female,-0.028,13.235
p6250,s8628,No,Female,-1.098,23.053
p6251,s8628,No,Male,0.642,22.906
p6252,s8628,No,Female,0.442,15.184
p6253,s8628,No,Male,0.572,9.46
p6254,s8628,No,Male,0.512,15.105
p6255,s8628,No,Female,-0.628,13.635
p6256,s8628,No,Female,-0.598,18.262
p6257,s8628,No,Female,-0.928,11.138
p6258,s8707,No,Female,0.532,-2.832
p6259,s8707,Yes,Male,-0.248,8.348
p6260,s8707,No,Male,0.282,14.538
p6261,s8707,Yes,Female,-0.448,8.071
p6262,s8707,No,Female,1.212,17.679
p6263,s8707,No,Female,-0.338,5.967
p6264,s8707,Yes,Male,-0.118,3.829
p6265,s8707,No,Male,0.682,19.936
p6266,s8707,No,Female,-1.028,1.85
p6267,s8707,No,Female,-0.238,14.173
p6268,s8707,Yes,Female,-1.248,8.337
p6269,s8707,No,Male,0.392,21.074
p6270,s8707,Yes,Male,-0.188,14.467
p6271,s8707,No,Female,0.332,19.827
p6272,s8707,Yes,Male,0.852,12.843
p6273,s8707,No,Male,-0.088,17.306
p6274,s8707,Yes,Female,-1.058,4.101
p6275,s8707,Yes,Female,-0.468,2.868
p6276,s8707,No,Male,1.512,14.976
p6277,s8707,No,Female,1.512,18.491
p6278,s8707,No,Female,0.652,15.115
p6279,s8707,No,Male,1.202,23.522
p6280,s8707,No,Female,-0.208,4.75
p6281,s8707,No,Male,1.032,10.142
p6282,s8707,No,Male,-0.488,17.252
p6283,s8707,No,Female,0.662,18.867
p6284,s8707,Yes,Male,-1.088,10.326
p6285,s8707,No,Female,0.922,13.598
p6286,s8707,Yes,Male,0.072,7.96
p6287,s8707,No,Male,0.602,9.167
p6288,s8707,No,Male,1.372,12.482
p6289,s8707,No,Male,0.132,22.512
p6290,s8707,No,Male,-0.808,21.188
p6291,s8707,No,Female,0.202,18.772
p6292,s8707,Yes,Male,-0.228,18.463
p6293,s8707,No,Female,-1.478,8.623
p6294,s8707,No,Male,-0.828,7.458
p6295,s8707,Yes,Male,-0.238,8.432
p6296,s8707,Yes,Female,-0.858,12.167
p6297,s8707,No,Female,-0.238,15.624
p6298,s8707,Yes,Female,0.022,3.787
p6299,s8707,No,Female,1.512,20.237
p6300,s8707,No,Female,0.762,20.006
p6301,s8707,No,Female,0.172,8.586
p6302,s8707,No,Male,0.792,22.102
p6303,s8707,No,Female,-0.458,15.668
p6304,s8707,Yes,Female,1.512,18.47
p6305,s8707,No,Female,0.902,7.304
p6306,s8775,No,Female,-0.948,6.19
p6307,s8775,Yes,Male,-0.938,2.03
p6308,s8775,No,Male,-1.118,2.868
p6309,s8775,No,Male,0.812,11.103
p6310,s8775,No,Female,0.072,15.712
p6311,s8775,Yes,Male,0.382,8.085
p6312,s8775,No,Male,-1.068,12.409
p6313,s8775,Yes,Female,-0.638,3.322
p6314,s8775,Yes,Female,-0.738,3.245
p6315,s8775,No,Female,0.132,8.329
p6316,s8775,No,Female,-0.878,8.329
p6317,s8775,Yes,Female,-0.348,4.406
p6318,s8775,No,Female,1.022,7.706
p6319,s8775,No,Male,0.632,7.925
p6320,s8775,No,Male,-0.578,3.379
p6321,s8775,No,Male,0.072,0.475
p6322,s8775,No,Male,-0.398,18.378
p6323,s8775,Yes,Male,-1.468,16.207
p6324,s8775,No,Female,-0.108,8.265
p6325,s8775,No,Male,-0.818,4.971
p6326,s8775,No,Male,0.272,13.168
p6327,s8775,No,Female,-0.928,15.78
p6328,s8775,Yes,Male,-1.358,13.99
p6329,s8775,No,Female,-0.028,14.757
p6330,s8775,No,Male,-0.188,22.135
p6331,s8775,Yes,Male,-1.258,7.186
p6332,s8775,No,Female,-0.258,3.461
p6333,s8775,No,Female,-0.008,8.295
p6334,s8775,No,Female,-0.228,12.233
p6335,s8775,No,Female,0.192,7.218
p6336,s8775,No,Female,0.532,4.191
p6337,s8775,No,Male,-0.308,8.715
p6338,s8775,Yes,Female,-1.408,8.29
p6339,s8775,No,Female,-0.668,16.424
p6340,s8775,No,Female,-0.678,13.971
p6341,s8775,No,Male,-0.318,15.991
p6342,s8775,No,Female,-0.408,12.19
p6343,s8775,Yes,Female,-0.498,11.534
p6344,s8775,No,Male,-1.358,10.696
p6345,s8775,No,Female,0.772,10.841
p6346,s8775,No,Male,0.202,9.625
p6347,s8775,No,Female,0.402,4.45
p6348,s8775,No,Male,0.942,22.027
p6349,s8775,No,Male,-1.088,5.342
p6350,s8775,No,Male,-0.128,20.219
p6351,s8775,Yes,Male,0.292,6.766
p6352,s8775,No,Female,-0.738,-1.443
p6353,s8775,Yes,Male,-1.138,3.03
p6354,s8800,Yes,Female,-1.938,1.337
p6355,s8800,Yes,Female,-0.498,10.971
p6356,s8800,Yes,Female,-0.748,3.528
p6357,s8800,Yes,Female,-0.508,7.562
p6358,s8800,Yes,Female,-0.688,6.574
p6359,s8800,No,Female,-0.028,7.625
p6360,s8800,Yes,Female,-1.288,1.938
p6361,s8800,Yes,Female,-1.138,5.21
p6362,s8800,No,Female,-0.908,11.026
p6363,s8800,Yes,Female,-0.658,1.759
p6364,s8800,No,Female,-1.448,13.904
p6365,s8800,Yes,Female,-0.658,11.928
p6366,s8800,Yes,Female,-1.138,7.394
p6367,s8800,Yes,Female,-0.878,4.078
p6368,s8800,Yes,Female,0.192,0.911
p6369,s8800,No,Female,0.162,21.687
p6370,s8800,Yes,Female,-1.248,2.455
p6371,s8800,Yes,Female,-1.368,17.461
p6372,s8800,Yes,Female,-0.378,0.117
p6373,s8800,Yes,Female,-0.818,-0.22
p6374,s8800,Yes,Female,-0.608,12.976
p6375,s8800,Yes,Female,0.792,20.781
p6376,s8800,Yes,Female,-0.718,19.662
p6377,s8800,Yes,Female,-0.708,4.626
p6378,s8800,Yes,Female,-1.118,2.895
p6379,s8800,No,Female,-1.658,3.548
p6380,s8800,No,Female,0.502,8.854
p6381,s8800,Yes,Female,-2.088,7.202
p6382,s8800,Yes,Female,-1.208,6.635
p6383,s8800,No,Female,-1.478,-2.641
p6384,s8800,No,Female,1.122,12.82
p6385,s8800,Yes,Female,0.452,0.147
p6386,s8854,No,Male,-0.508,-2.081
p6387,s8854,No,Female,-0.608,4.773
p6388,s8854,No,Male,-0.468,1.452
p6389,s8854,No,Female,-0.538,7.65
p6390,s8854,No,Male,1.242,9.902
p6391,s8854,No,Male,-0.408,-2.832
p6392,s8854,No,Male,-1.328,12.856
p6393,s8854,No,Male,-1.078,0.914
p6394,s8854,No,Female,-0.938,12.727
p6395,s8854,No,Female,-0.238,-2.832
p6396,s8854,Yes,Male,-0.608,3.781
p6397,s8854,Yes,Male,-0.578,-1.714
p6398,s8854,No,Male,0.462,8.853
p6399,s8854,No,Female,-0.448,12.224
p6400,s8854,No,Female,-0.108,2.188
p6401,s8854,No,Female,-0.368,4.62
p6402,s8854,No,Female,-0.818,2.63
p6403,s8854,No,Female,-1.248,5.343
p6404,s8854,No,Female,-0.888,6.937
p6405,s8854,Yes,Male,-2.108,-2.262
p6406,s8854,No,Male,-2.188,-0.895
p6407,s8854,No,Male,1.212,17.672
p6408,s8854,No,Female,-2.178,4.606
p6409,s8854,Yes,Male,-0.758,-1.094
p6410,s8854,No,Female,-1.448,5.122
p6411,s8854,No,Female,-0.418,4.918
p6412,s8854,No,Male,-0.518,1.504
p6413,s8854,Yes,Female,-0.778,-1.843
p6414,s8854,Yes,Female,-1.898,6.191
p6415,s8854,No,Female,-0.958,-2.658
p6416,s8854,No,Male,-1.438,6.306
p6417,s8854,No,Female,-1.268,10.715
p6418,s8857,Yes,Male,0.532,14.007
p6419,s8857,Yes,Female,0.052,18.61
p6420,s8857,Yes,Male,0.032,11.46
p6421,s8857,No,Male,-0.548,18.314
p6422,s8857,Yes,Male,0.192,11.485
p6423,s8857,Yes,Female,-0.158,13.918
p6424,s8857,Yes,Female,0.262,15.323
p6425,s8857,Yes,Female,-0.158,16.187
p6426,s8857,Yes,Female,-0.528,17.642
p6427,s8857,No,Female,0.512,17.492
p6428,s8857,Yes,Male,0.722,13.518
p6429,s8857,Yes,Female,1.512,16.408
p6430,s8857,Yes,Male,0.452,13.164
p6431,s8857,Yes,Male,0.142,7.478
p6432,s8857,Yes,Female,0.392,19.401
p6433,s8857,Yes,Female,0.562,14.272
p6434,s8857,No,Male,0.262,12.735
p6435,s8857,Yes,Male,1.512,19.658
p6436,s8857,Yes,Male,0.722,12.285
p6437,s8857,Yes,Female,0.462,20.688
p6438,s8857,Yes,Female,0.542,22.889
p6439,s8857,Yes,Female,0.112,8.915
p6440,s8857,Yes,Male,-0.768,18.904
p6441,s8857,No,Female,0.892,17.413
p6442,s8857,Yes,Female,0.952,20.809
p6443,s8857,No,Female,1.022,18.757
p6444,s8857,Yes,Female,0.422,18.866
p6445,s8857,No,Female,0.792,20.185
p6446,s8857,No,Female,1.362,13.342
p6447,s8857,No,Male,-0.208,21.498
p6448,s8857,No,Female,0.642,14.082
p6449,s8857,Yes,Male,1.102,12.468
p6450,s8857,Yes,Male,-0.488,6.865
p6451,s8857,No,Female,1.512,23.652
p6452,s8857,No,Female,0.512,18.621
p6453,s8857,Yes,Female,0.732,19.334
p6454,s8857,Yes,Female,0.292,-0.217
p6455,s8857,No,Female,0.542,17.683
p6456,s8857,Yes,Female,0.782,19.392
p6457,s8857,Yes,Female,1.222,12.69
p6458,s8857,Yes,Female,1.182,16.06
p6459,s8857,Yes,Male,0.512,-1.409
p6460,s8857,No,Female,0.312,16.735
p6461,s8857,Yes,Female,0.302,10.87
p6462,s8857,Yes,Male,0.192,17.414
p6463,s8857,No,Female,1.042,-0.14
p6464,s8857,Yes,Female,0.782,19.355
p6465,s8857,No,Male,0.632,19.919
p6466,s8857,Yes,Female,0.852,17.711
p6467,s8857,Yes,Female,0.952,16.748
p6468,s8857,Yes,Male,1.512,17.281
p6469,s8857,Yes,Female,-0.178,7.126
p6470,s8857,Yes,Female,1.052,14.412
p6471,s8857,Yes,Female,0.212,17.711
p6472,s8857,Yes,Male,0.592,15.016
p6473,s8857,Yes,Female,0.582,21.696
p6474,s8857,Yes,Male,0.502,22.88
p6475,s8857,Yes,Male,1.172,7.91
p6476,s8857,No,Male,1.192,12.502
p6477,s8857,Yes,Female,0.062,21.384
p6478,s8857,Yes,Female,-0.138,10.181
p6479,s8857,Yes,Female,-0.058,17.408
p6480,s8857,Yes,Male,0.582,12.123
p6481,s8857,Yes,Female,0.352,17.918
p6482,s8874,Yes,Male,-0.108,2.362
p6483,s8874,No,Female,0.102,20.746
p6484,s8874,No,Female,0.972,19.311
p6485,s8874,No,Male,0.132,8.902
p6486,s8874,Yes,Male,-1.788,4.573
p6487,s8874,No,Female,-0.358,20.171
p6488,s8874,No,Female,-0.928,3.16
p6489,s8874,Yes,Female,-0.838,1.711
p6490,s8874,No,Female,-0.808,8.11
p6491,s8874,Yes,Female,0.652,15.577
p6492,s8874,No,Female,-0.008,23.286
p6493,s8874,Yes,Male,-2.498,2.883
p6494,s8874,Yes,Female,-0.268,2.272
p6495,s8874,Yes,Female,0.032,3.519
p6496,s8874,Yes,Female,0.012,5.27
p6497,s8874,Yes,Male,-0.238,15.009
p6498,s8874,No,Male,-0.178,20.679
p6499,s8874,No,Male,-0.118,10.637
p6500,s8874,No,Female,-0.568,7.779
p6501,s8874,No,Female,-1.058,7.957
p6502,s8874,No,Female,0.612,15.863
p6503,s8874,No,Male,-0.258,14.204
p6504,s8874,Yes,Male,0.732,20.879
p6505,s8874,No,Female,-0.698,19.71
p6506,s8874,Yes,Male,-0.738,13.474
p6507,s8874,Yes,Female,-0.878,11.694
p6508,s8874,No,Male,-0.668,10.731
p6509,s8874,No,Female,0.822,7.606
p6510,s8874,No,Male,-0.768,21.448
p6511,s8874,No,Male,-0.648,17.453
p6512,s8874,No,Male,0.652,24.479
p6513,s8874,No,Female,-0.258,8.668
p6514,s8874,No,Male,-0.478,11.83
p6515,s8874,No,Female,-0.318,18.384
p6516,s8874,Yes,Female,-1.158,9.17
p6517,s8874,No,Female,-0.358,4.474
p6518,s8946,No,Male,-1.488,19.173
p6519,s8946,No,Male,-0.878,-2.832
p6520,s8946,No,Male,-0.148,24.172
p6521,s8946,No,Male,1.032,21.453
p6522,s8946,No,Male,-0.238,21.795
p6523,s8946,No,Male,0.902,13.671
p6524,s8946,No,Male,-0.438,6.594
p6525,s8946,Yes,Male,-1.128,3.92
p6526,s8946,No,Male,-0.258,20.008
p6527,s8946,No,Male,0.572,14.082
p6528,s8946,No,Male,-0.508,11.248
p6529,s8946,No,Female,-1.008,14.962
p6530,s8946,No,Female,0.242,13.352
p6531,s8946,No,Female,-0.258,10.124
p6532,s8946,No,Female,-0.478,8.391
p6533,s8946,No,Female,0.622,18.457
p6534,s8946,Yes,Female,-0.598,6.839
p6535,s8946,No,Female,0.312,12.346
p6536,s8946,No,Female,-0.718,3.47
p6537,s8946,No,Female,-0.078,15.283
p6538,s8946,No,Female,0.552,17.316
p6539,s8946,No,Female,-0.638,7.328
p6540,s8946,No,Female,-0.078,17.221
p6541,s8946,No,Female,-1.258,7.328
p6542,s8946,No,Female,-1.998,15.81
p6543,s8946,No,Female,-2.028,4.247
p6544,s8946,No,Female,-0.308,19.331
p6545,s8946,No,Male,0.542,5.441
p6546,s8946,No,Male,-1.278,9.846
p6547,s8946,No,Male,-0.448,9.024
p6548,s8946,No,Male,-0.058,16.964
p6549,s8946,No,Male,0.322,4.285
p6550,s8946,No,Male,0.182,18.107
p6551,s8946,No,Male,-1.228,2.788
p6552,s8946,No,Male,0.202,-2.482
p6553,s8946,No,Male,-0.218,17.271
p6554,s8946,No,Male,0.012,12.55
p6555,s8946,No,Male,-1.148,1.764
p6556,s8946,No,Male,0.922,-0.899
p6557,s8946,No,Male,-0.198,7.491
p6558,s8946,No,Male,-1.398,12.514
p6559,s8946,No,Male,0.512,-2.072
p6560,s8946,No,Male,0.472,8.723
p6561,s8946,No,Female,-0.868,4.166
p6562,s8946,No,Female,-0.578,7.813
p6563,s8946,No,Female,-0.398,6.651
p6564,s8946,No,Female,-1.408,8.849
p6565,s8946,No,Female,-0.538,7.665
p6566,s8946,No,Female,0.182,3.075
p6567,s8946,No,Female,-1.028,9.051
p6568,s8946,No,Female,-1.878,6.055
p6569,s8946,No,Female,0.442,17.409
p6570,s8946,No,Female,0.742,13.963
p6571,s8946,No,Female,0.062,4.218
p6572,s8946,Yes,Female,-0.468,10.722
p6573,s8946,No,Female,-1.188,6.841
p6574,s8946,No,Female,-0.118,14.024
p6575,s8946,No,Female,-0.238,14.849
p6576,s8983,No,Female,-0.418,2.723
p6577,s8983,No,Female,1.352,20.864
p6578,s8983,No,Male,-0.748,10.897
p6579,s8983,No,Female,0.872,15.817
p6580,s8983,No,Male,0.572,10.611
p6581,s8983,No,Male,-1.258,22.229
p6582,s8983,No,Female,-0.448,2.104
p6583,s8983,No,Female,0.002,5.437
p6584,s8983,No,Female,-0.358,5.128
p6585,s8983,No,Female,-0.038,17.076
p6586,s8983,Yes,Male,0.282,13.49
p6587,s8983,No,Female,-0.598,4.805
p6588,s8983,No,Male,-0.708,21.119
p6589,s8983,No,Male,0.092,14.574
p6590,s8983,No,Male,0.142,16.017
p6591,s8983,No,Female,-0.028,8.092
p6592,s8983,No,Female,-1.268,-0.229
p6593,s8983,No,Male,-1.098,9.508
p6594,s8983,No,Male,-0.048,8.95
p6595,s8983,No,Male,-0.338,5.864
p6596,s8983,No,Male,0.082,9.841
p6597,s8983,No,Female,-0.918,17.207
p6598,s8983,No,Male,-0.658,8.759
p6599,s8983,No,Male,-0.078,3.5
p6600,s8983,No,Male,-1.628,17.259
p6601,s8983,No,Male,-0.508,13.133
p6602,s8983,No,Male,0.732,17.772
p6603,s8983,No,Male,-0.108,-1.161
p6604,s8983,No,Male,-0.168,10.112
p6605,s8983,No,Female,-0.138,10.649
p6606,s8983,No,Male,-0.638,22.814
p6607,s8983,No,Male,-0.158,9.909
p6608,s8983,No,Female,-1.538,0.209
p6609,s8983,No,Female,-0.508,14.037
p6610,s8983,No,Male,0.032,17.473
p6611,s8983,No,Male,0.882,16.818
p6612,s8983,No,Male,0.102,5.808
p6613,s8983,No,Male,0.832,5.601
p6614,s8983,No,Female,-0.638,12.138
p6615,s8983,No,Male,0.202,16.515
p6616,s8983,No,Male,-0.648,20.622
p6617,s8983,No,Female,0.072,8.025
p6618,s8983,No,Female,-1.158,10.946
p6619,s8983,No,Female,-1.308,10.981
p6620,s8983,No,Female,-0.718,1.824
p6621,s8983,No,Male,-0.708,5.659
p6622,s8983,No,Male,-0.398,23.362
p6623,s8983,No,Female,0.202,9.138
p6624,s8983,No,Male,-0.658,12.283
p6625,s8983,No,Female,-0.598,10.072
p6626,s8983,No,Female,-0.208,4.211
p6627,s9021,No,Male,0.402,16.685
p6628,s9021,No,Male,-0.138,10.179
p6629,s9021,No,Male,0.032,23.032
p6630,s9021,No,Male,0.692,19.422
p6631,s9021,No,Female,-0.268,10.166
p6632,s9021,No,Male,0.222,6.416
p6633,s9021,No,Male,1.372,17.511
p6634,s9021,No,Male,0.822,18.686
p6635,s9021,Yes,Female,0.712,15.924
p6636,s9021,No,Male,1.342,22.345
p6637,s9021,No,Male,1.512,9.93
p6638,s9021,No,Female,0.612,13.446
p6639,s9021,No,Female,0.882,18.884
p6640,s9021,Yes,Female,1.032,13.92
p6641,s9021,No,Female,0.212,12.508
p6642,s9021,No,Female,0.212,14.704
p6643,s9021,No,Male,1.192,21.511
p6644,s9021,No,Female,0.832,15.8
p6645,s9021,No,Male,0.672,20.986
p6646,s9021,No,Male,1.242,14.009
p6647,s9021,No,Female,0.872,18.408
p6648,s9021,No,Male,0.112,14.885
p6649,s9021,Yes,Male,0.232,8.225
p6650,s9021,No,Male,0.932,19.068
p6651,s9021,No,Female,1.072,12.915
p6652,s9021,Yes,Female,0.272,4.894
p6653,s9021,Yes,Female,0.882,21.904
p6654,s9021,No,Male,0.482,14.638
p6655,s9021,No,Male,-0.018,9.533
p6656,s9021,No,Female,1.072,22.768
p6657,s9021,No,Female,0.462,1.424
p6658,s9021,No,Male,1.182,18.309
p6659,s9021,No,Male,0.402,14.622
p6660,s9021,No,Male,1.202,17.824
p6661,s9021,No,Male,-0.498,6.774
p6662,s9021,No,Female,1.222,18.277
p6663,s9021,No,Female,-0.428,18.099
p6664,s9021,No,Female,-0.588,13.149
p6665,s9021,No,Female,-0.308,15.624
p6666,s9021,No,Female,-0.098,14.191
p6667,s9021,No,Female,0.162,10.975
p6668,s9021,No,Male,0.632,13.435
p6669,s9021,No,Female,1.512,11.363
p6670,s9021,No,Male,0.632,16.656
p6671,s9021,No,Female,-0.378,20.577
p6672,s9021,No,Female,0.012,0.369
p6673,s9021,No,Female,1.512,18.687
p6674,s9021,No,Male,1.302,14.291
p6675,s9021,No,Male,1.222,3.51
p6676,s9021,No,Male,0.902,19.544
